nodeid,nodenm,gpslati,gpslong
CJB271000691,신전동,36.60852814,127.40264681
CJB271000692,충북공고앞,36.61064889,127.43200199
CJB271000693,화계종점,36.6596471,127.44505696
CJB301000022,백자4리,36.70509164,127.27389824
CJB301000023,백자4리,36.70518455,127.27366355
CJB301000024,백자2리,36.71072077,127.27417844
CJB301000025,백자2리,36.7106917,127.2740832
CJB301000026,해정리,36.71966331,127.27757106
CJB301000027,해정1리,36.71967942,127.27742561
CJB301000028,해정2리(대해),36.72682641,127.27984134
CJB301000029,해정2리(대해),36.72684508,127.27956714
CJB301000030,속샘말삼거리,36.72933589,127.27990083
CJB301000031,속샘말삼거리,36.72936781,127.27973862
CJB301000032,수신면행정복지센터,36.73089114,127.28146539
CJB301000033,수신면행정복지센터,36.73075138,127.28150406
CJB301000034,수신초등학교,36.73264012,127.28397114
CJB301000035,수신초등학교,36.73288045,127.2842743
CJB301000036,상록리조트후문,36.73675593,127.2839947
CJB301000037,상록리조트후문,36.73647444,127.28394608
CJB301000038,상록리조트정문,36.74252034,127.28608174
CJB301000039,상록리조트정문,36.74254022,127.28624697
CJB301000040,장산3리(송내),36.74532614,127.28936734
CJB301000041,장산3리(송내),36.74519293,127.28948721
CJB301000042,장산4리,36.74689522,127.29075052
CJB301000043,장산4리,36.74683638,127.29085947
CJB301000044,송내리,36.751333,127.29267933
CJB301000045,송내리,36.75019898,127.29211233
CJB301000046,상리길,36.75456977,127.29561165
CJB301000047,상리길,36.75440388,127.29528346
CJB301000048,모드니에아파트,36.75896414,127.29684642
CJB301000049,모드니에아파트,36.75908948,127.29717448
CJB301000050,병천시장,36.76136951,127.29888841
CJB301000051,병천시장,36.76121168,127.29894379
CJB301000052,유관순열사유적지,36.7630826,127.30560093
CJB301000053,병천중고등학교,36.76415316,127.31149634
CJB301000054,병천중고등학교,36.76455868,127.31234918
CJB413000004,세종고속시외버스터미널(지하),36.47080984,127.27320558
CJB413000005,세종고속시외버스터미널(지하),36.47069106,127.27313838
CJB413000006,세종고속시외버스터미널,36.46937978,127.27395647
CJB413000007,세종고속시외버스터미널,36.46933787,127.27382539
CJB413000009,도담동,36.51411517,127.25918685
CJB413000010,도담동,36.5146788,127.25893988
CJB413000011,정부세종청사북측,36.50499802,127.26141821
CJB413000012,정부세종청사남측,36.50160538,127.25985556
CJB413000014,정부세종청사남측,36.500992,127.25970331
CJB413000015,정부세종청사북측,36.50432336,127.2612926
CJB413000017,조치원버스터미널,36.60272566,127.30369747
CJB413000018,조치원버스터미널,36.60251339,127.3036197
CJB413000019,조치원전통시장북측,36.60140854,127.29963368
CJB413000020,조치원전통시장북측,36.60156604,127.29971253
CJB413000021,조치원역,36.60104049,127.29703319
CJB413000023,등곡2리,36.4938718,127.40245959
CJB413000024,노호1리,36.49515182,127.39865715
CJB413000025,매포역(노호2리),36.49747015,127.39282109
CJB413000026,등곡리,36.50758805,127.38487171
CJB413000027,등곡3리(충광농원),36.51336023,127.38245996
CJB413000028,부강6리,36.52810205,127.3701902
CJB413000029,부강3리,36.52789665,127.36807297
CJB413000031,문곡2리,36.52976483,127.39630711
CJB413000032,문곡3리,36.5285049,127.38762509
CJB413000033,세종미래고등학교,36.52812276,127.38391068
CJB413000034,문곡1리약수터,36.5269854,127.37786833
CJB413000035,부강4리,36.52823393,127.37038135
CJB413000036,문곡2리,36.52966427,127.39633537
CJB413000037,부강삼거리,36.52778543,127.37221131
CJB413000038,부강삼거리,36.52792853,127.37208944
CJB413000040,부강초등학교,36.52791764,127.36738384
CJB413000041,문곡1리,36.52709329,127.37785722
CJB413000042,세종미래고등학교,36.52802872,127.38310288
CJB413000043,문곡3리,36.52858683,127.38787699
CJB413000044,가톨릭꽃동네대학교,36.52375766,127.399481
CJB413000045,저산삼거리,36.56198633,127.36211715
CJB413000046,저산삼거리,36.56186487,127.36200659
CJB413000047,행산리,36.56035704,127.37272963
CJB413000048,행산리,36.56023836,127.37278819
CJB413000049,세종고속시외버스터미널,36.46888934,127.2736535
CJB413000050,세종예술의전당,36.48497772,127.26649258
CJB413000051,"나릿재마을1,2단지",36.48746671,127.26467366
CJB413000052,"나성중학교,나성초등학교",36.4895421,127.26343913
CJB413000053,과학기술정보통신부,36.49595861,127.26331577
CJB413000054,문화체육관광부,36.49827659,127.26444256
CJB413000055,정부세종청사중앙동,36.50169748,127.26601688
CJB413000056,공정거래위원회,36.50435303,127.26729569
CJB413000057,"한뜰마을1,2단지",36.50639735,127.26787481
CJB413000058,세종충남대병원(도램마을5단지),36.51857726,127.25726868
CJB413000059,범지기마을10단지북측,36.51932384,127.24943363
CJB413000060,"범지기3,9단지(청소년센터)",36.51901404,127.24454816
CJB413000061,봉암리,36.5617916,127.28512632
CJB413000062,월하리(항공학교),36.57639805,127.29209875
CJB413000063,월하리,36.57851181,127.29277989
CJB413000064,번암삼거리,36.58368998,127.29415986
CJB413000065,번암아파트,36.58677782,127.29721656
CJB413000066,죽림리,36.59141669,127.29892176
CJB270000268,송암2리,36.58966411,127.51986884
CJB270000269,가산2리,36.56131447,127.50201543
CJB270000270,가산,36.56487693,127.49337058
CJB270000271,가산2구,36.56142169,127.50208145
CJB270000272,성무아파트,36.57955451,127.51043257
CJB270000274,신송1리,36.57763266,127.49045403
CJB270000275,신송,36.57766332,127.49026981
CJB270000276,동화초등학교,36.54725598,127.49346246
CJB270000277,고은1리.아래고분터,36.56435708,127.51307497
CJB270000278,가산리,36.56144085,127.50739297
CJB270000279,가산리,36.56220315,127.50688188
CJB270000280,가산1구입구,36.56480039,127.49731028
CJB270000281,남일신송,36.58184889,127.49446667
CJB270000282,효촌.신송,36.58403531,127.49896464
CJB270000283,송암1리,36.59128417,127.52676552
CJB270000284,가중리입구,36.57648856,127.48318935
CJB270000285,현암사,36.47934173,127.47890526
CJB270000286,현암사,36.47943322,127.47887667
CJB270000287,청남대입구,36.49701249,127.49699697
CJB270000288,노현교,36.51879453,127.53484015
CJB270000289,노현1리(밤나무재),36.5188748,127.53596241
CJB270000290,노현2리,36.51889526,127.53496364
CJB270000291,노현1리(밤나무재),36.51898133,127.53587244
CJB270000292,노현2리,36.51862703,127.53893073
CJB270000293,노현2리,36.51874828,127.53893726
CJB270000294,소태골,36.51740309,127.54217303
CJB270000295,노현2리(솟대골),36.51741894,127.54231515
CJB270000296,품곡리,36.50613791,127.4690908
CJB270000297,품곡,36.50103441,127.47359964
CJB270000298,품곡리(빔실),36.50337161,127.47090189
CJB270000299,두모2리(청남농협),36.51613708,127.46729588
CJB270000300,두모2리,36.51810103,127.46732867
CJB270000301,두모2리,36.51833972,127.46709859
CJB270000302,도원2리,36.52576141,127.46551931
CJB270000304,도원리,36.533865,127.46779279
CJB270000305,등동2리,36.53839367,127.46593411
CJB270000306,등동1구,36.54037092,127.46488084
CJB270000307,등동,36.54427188,127.46584356
CJB270000308,등동2구,36.54489846,127.47542904
CJB270000309,남계3리,36.54534861,127.47898596
CJB270000310,문의대교,36.49672005,127.47911864
CJB270000311,문의향교,36.51586268,127.49781377
CJB270000313,미천2리,36.51739564,127.49751266
CJB270000314,문의초등학교입구,36.51845961,127.49726549
CJB270000315,미천6리,36.52083635,127.49716407
CJB270000316,미천1리,36.52254923,127.50059699
CJB270000317,미천1리,36.52253095,127.50033581
CJB270000318,상장,36.51855895,127.51335273
CJB270000319,노현1리,36.51394192,127.5254344
CJB270000320,괴곡,36.50929095,127.52614777
CJB270000321,괴곡,36.50646061,127.52078566
CJB270000322,청남대입구,36.49706096,127.49685354
CJB270000323,마구리(회차점),36.51422509,127.55573907
CJB270000324,남계1리(항공기술훈련원),36.53179651,127.50333988
CJB270000325,남계1리,36.53738941,127.50410361
CJB270000326,남계1리,36.53817059,127.50413461
CJB270000327,남계2리,36.54343691,127.50219157
CJB270000328,청남대,36.46223453,127.49030573
CJB270000329,괴곡,36.50655352,127.52072748
CJB270000330,괴곡,36.509368,127.52603808
CJB270000331,노현1리,36.51380862,127.52548394
CJB270000332,상장,36.51845817,127.51333328
CJB270000333,남계3리(화산),36.5452603,127.47942685
CJB270000334,등동2리(오방골),36.54478461,127.47550386
CJB270000335,등동,36.54417117,127.46590151
CJB270000336,등동1리(정가울),36.54040545,127.46499704
CJB270000337,등동2리,36.53846412,127.46603265
CJB270000338,도원리,36.53382368,127.46792134
CJB270000340,도원2리,36.52578208,127.46565192
CJB270000341,두모2리(청남농협),36.51612308,127.4674186
CJB270000342,두모1리,36.51490021,127.45702039
CJB270000343,품곡,36.50659701,127.46906187
CJB270000344,품곡,36.50343126,127.47102748
CJB270000345,품곡리(동막골),36.50092396,127.4735745
CJB270000346,문의대교,36.49699646,127.479126
CJB270000347,남계1리(항공기술훈련원),36.53149521,127.50349784
CJB270000348,미천6리,36.5208916,127.49706428
CJB270000349,남계2리,36.54336765,127.50197892
CJB270000350,문의대교,36.49687128,127.47935174
CJB270000351,현암정휴게소,36.47956381,127.48370968
CJB270000352,현암정휴게소,36.47948816,127.48376862
CJB270000355,마구리(회차점),36.51430629,127.55584692
CJB270000357,구룡1리,36.50219953,127.5210474
CJB270000358,구룡1리,36.50217874,127.52119663
CJB270000359,구룡2리,36.49686111,127.51573976
CJB270000360,구룡2리,36.49675827,127.51579739
CJB270000361,산덕,36.48870407,127.5136088
CJB270000362,마동,36.49726052,127.54129274
CJB270000363,마동창작마을,36.49585083,127.54920749
CJB270000364,마동,36.497133,127.5413
CJB271000694,서현공원,36.61780533,127.42785549
CJB271000695,서현공원,36.61760943,127.42782925
CJB271000696,SK하이닉스제2공장,36.64974209,127.42197913
CJB271000697,SK하이닉스제2공장,36.65018684,127.42298527
CJB271000698,SK하이닉스제2공장,36.64765234,127.42300496
CJB271000699,비하종점,36.64246232,127.42223296
CJB271000700,가경뜨란채8단지,36.61891654,127.4382384
CJB271000701,가경뜨란채8단지,36.61899701,127.43841212
CJB271000702,테크노폴리스지웰푸르지오아파트,36.67007957,127.4564459
CJB271000703,테크노폴리스푸르지오아파트,36.66994374,127.45661848
CJB271000704,다농엘마트,36.66191666,127.43749495
CJB271000705,다농엘마트,36.66171404,127.43746025
CJB271000706,학천과선교,36.63968105,127.38816902
CJB271000707,학천과선교,36.64052962,127.38839971
CJB271000708,서청주파크자이아파트,36.63505461,127.42362093
CJB271000709,신성동,36.65442164,127.41285337
CJB271000710,신성동,36.65418494,127.41289684
CJB271000711,신봉동,36.65996289,127.46500123
CJB271000712,신봉동,36.65984304,127.46511795
CJB271000713,동막동,36.59137609,127.37467912
CJB271000714,동막동,36.59124494,127.37483214
CJB271000715,하복대벽산.서청주파크자이아파트,36.63550027,127.42373518
CJB271000716,종합운동장.청주의료원,36.63852148,127.47335083
CJB271000717,봉정사거리,36.64117326,127.45361117
CJB271000718,롯데 쇼핑몰 북문,36.64609203,127.42148116
CJB271000719,서원구청,36.63766011,127.46899595
CJB271000720,충청북도교육청,36.60458407,127.47975444
CJB271000721,KBS,36.61870784,127.45838143
CJB271000722,청소년꿈키움센터,36.59957237,127.46359918
CJB271000723,가경신라아파트,36.63073237,127.43646889
CJB271000724,가경신라아파트,36.63105556,127.4361856
CJB271000725,산남고등학교,36.60880826,127.47068222
CJB271000726,석판교차로,36.604267,127.44051101
CJB274000001,매화공원6지구,36.54887138,127.55355618
CJB274000002,매화공원6지구,36.54942239,127.55327252
CJB274000003,인차2리,36.5466452,127.55314942
CJB274000004,인차2리,36.5466451,127.55365758
CJB274000005,피반령입구,36.54473524,127.55837085
CJB274000006,피반령입구,36.54442324,127.5581257
CJB274000007,가중리(분터골),36.57098784,127.47516158
CJB274000008,가중리(양지편),36.57265227,127.47752351
CJB274000009,가중1리,36.57545681,127.47926974
CJB274000010,신송3리(자리메기),36.57563376,127.48509454
CJB274000011,신송3리(하가산),36.57589157,127.48706253
CJB274000012,신송리,36.57979725,127.4954446
CJB274000013,가중리입구,36.57675783,127.48289775
CJB274000014,인경삼거리,36.65621957,127.59987404
CJB274000015,인경삼거리,36.65615738,127.5996974
CJB274000016,인경,36.65042076,127.6030163
CJB274000017,낭성면 문박리,36.6450576,127.60419898
CJB274000018,문박리,36.64488726,127.60402711
CJB274000019,문박리,36.64049528,127.60649197
CJB274000020,문박리,36.63494088,127.60894181
CJB274000021,안골마을(문박리),36.63214688,127.60904282
CJB274000022,호정리(가능골),36.62795498,127.61068963
CJB274000023,이목1리(하촌),36.62542959,127.61156688
CJB274000024,호정리,36.62369422,127.61258168
CJB274000026,호명리(분터골),36.73213358,127.59546546
CJB274000027,다락1리,36.60350461,127.35582688
CJB274000028,다락1리,36.60253251,127.35620241
CJB274000031,미래나노텍,36.69298489,127.41491413
CJB274000032,미래나노텍,36.69327297,127.414994
CJB274000033,보건의료행정타운서문,36.64042204,127.32501129
CJB274000034,메타바이오메드,36.64353311,127.32586864
CJB274000035,GS메디칼,36.64389032,127.33032078
CJB274000036,에스앤디,36.64593604,127.33749768
CJB274000037,에스앤디,36.64601666,127.3368718
CJB274000038,쌍청1리마을회관,36.64490883,127.34063832
CJB274000039,이니스트에스티,36.64186703,127.34158939
CJB274000040,유니메드제약,36.63795142,127.33929384
CJB274000041,유니메드제약,36.63772184,127.33842626
CJB274000042,보건의료행정타운동문,36.63872786,127.33399151
CJB274000043,오송힐데스하임정문,36.63295219,127.32065291
CJB274000044,오송힐데스하임정문,36.63280755,127.32082561
CJB274000045,대웅제약,36.63419852,127.3128341
CJB274000046,대웅제약,36.63401409,127.31271875
CJB274000047,기린화장품,36.6369481,127.31154816
CJB274000048,기린화장품,36.6366507,127.31155535
CJB274000049,보건의료행정타운서문,36.64042067,127.32468701
CJB274000050,JPI헬스케어,36.64302031,127.32555896
CJB274000051,GS메디칼,36.64396029,127.32945723
CJB274000052,쌍청1리마을회관,36.64523541,127.34066492
CJB274000053,옵티팜,36.64207124,127.34186984
CJB274000054,보건의료행정타운동문,36.6386188,127.3343209
CJB274000055,서평교,36.59181969,127.31647363
CJB274000056,각리공원,36.71006182,127.43306428
CJB274000057,화산삼거리,36.759733,127.48461348
CJB274000058,화산삼거리,36.75812416,127.48359545
CJB274000059,서평교,36.59188217,127.31670018
CJB274000060,인경리(능골),36.66031825,127.59746477
CJB274000061,미원면행정복지센터,36.63621515,127.65782505
CJB274000062,원통리.와우키즈랜드,36.7092951,127.51578776
CJB413000067,효성세종병원,36.59712538,127.29893261
CJB413000068,조치원전통시장,36.59909752,127.29857699
CJB413000069,세종우체국,36.60296959,127.29790735
CJB413000070,세종중학교,36.60582296,127.29740138
CJB413000071,세종고등학교,36.61015894,127.29679767
CJB413000072,새주막거리,36.61256821,127.29458808
CJB413000073,신안1리입구,36.61367544,127.29139534
CJB413000074,중앙요양병원,36.61421665,127.2893322
CJB413000075,신안리마을회관,36.61655131,127.28717228
CJB413000076,구렁말,36.61736748,127.28877107
CJB413000077,홍익대학교,36.62197189,127.29078934
CJB413000078,신안2리(안터),36.62635343,127.28996171
CJB413000079,신안2리입구,36.62904997,127.28907738
CJB413000080,조형아파트,36.63464649,127.28888305
CJB413000081,전동삼거리,36.65351299,127.26710017
CJB413000082,전동역,36.65422751,127.26592832
CJB413000083,전동 복컴.면사무소.초등학교,36.65548003,127.26392506
CJB413000084,석곡리입구,36.65945819,127.25998203
CJB413000085,청송리,36.66193698,127.25759395
CJB413000086,청송산업단지입구,36.66400044,127.25556228
CJB413000087,아람달동림권역체험관,36.66562957,127.24467284
CJB413000088,청람리입구,36.66160362,127.23237608
CJB413000089,개미고개,36.65807999,127.22063287
CJB413000090,미곡리,36.66415568,127.21952048
CJB413000091,동교리,36.67075158,127.21727116
CJB413000092,상교동입구,36.6784483,127.20912312
CJB413000093,재동아파트,36.67959667,127.20686631
CJB413000094,전의역,36.67957522,127.20363021
CJB413000095,전의중학교,36.68057389,127.19652298
CJB413000096,덕고개,36.68049602,127.19177914
CJB413000097,민석아파트입구,36.68103403,127.18199385
CJB413000098,민석아파트입구,36.68109809,127.1813507
CJB413000099,덕고개,36.68033793,127.19202208
CJB413000100,전의중학교,36.6802977,127.19733898
CJB413000101,전의역,36.67944911,127.20359911
CJB413000102,재동아파트,36.67945504,127.20669532
CJB413000103,상교동입구,36.67818261,127.20904129
CJB413000104,동교리,36.670673,127.21711993
CJB413000105,미곡리,36.66434723,127.21948467
CJB413000106,개미고개,36.65800973,127.22086195
CJB413000107,청람리입구,36.66159189,127.23261093
CJB413000108,청미마을회관,36.66260287,127.23404009
CJB413000109,아람달동림권역체험관,36.66550753,127.24486261
CJB413000110,청송산업단지입구,36.66401479,127.25517364
CJB413000111,청송리,36.66204583,127.25726156
CJB413000112,석곡리입구,36.65935046,127.25979432
CJB413000113,전동 복컴.면사무소.초등학교,36.65524067,127.26417868
CJB413000114,전동삼거리,36.65341879,127.26691251
CJB413000115,조형아파트,36.63443478,127.28886269
CJB413000116,신안2리입구,36.62864916,127.28899762
CJB413000117,신안2리(안터),36.62649826,127.28969393
CJB413000118,홍익대학교,36.62187328,127.29057656
CJB413000119,신안1리,36.61857449,127.29083527
CJB413000120,구렁말,36.61749359,127.2887911
CJB413000121,신안리마을회관,36.61623603,127.2871236
CJB413000122,중앙요양병원,36.61400912,127.28944041
CJB413000123,신안1리입구,36.61347741,127.29130517
CJB413000124,새주막거리,36.61233366,127.29468779
CJB413000125,세종고등학교,36.61026976,127.29662205
CJB413000126,세종중학교,36.60567243,127.29723595
CJB413000127,조치원전통시장,36.59946987,127.29832417
CJB413000128,효성세종병원,36.5971011,127.29873414
CJB413000129,죽림리,36.59073404,127.2989331
CJB413000130,번암리,36.58826624,127.29840397
CJB413000131,번암아파트,36.58566823,127.29588259
CJB413000132,번암삼거리,36.58390186,127.29411597
CJB413000133,월하리,36.57841333,127.29251416
CJB413000134,봉암리,36.56143525,127.28435145
CJB413000135,"범지기3,9단지(청소년센터)",36.51885403,127.24457835
CJB413000136,범지기마을10단지북측,36.51915048,127.24937725
CJB413000137,세종충남대병원,36.51879366,127.25616411
CJB413000138,도램마을9단지,36.50847537,127.26242326
CJB413000139,"양지중학교(한뜰마을1,2단지)",36.50713684,127.26763456
CJB413000140,공정거래위원회,36.50439633,127.26707538
CJB413000141,정부세종청사중앙동,36.50201078,127.26595098
CJB413000142,문화체육관광부,36.49917507,127.26463537
CJB413000143,과학기술정보통신부,36.49599735,127.263115
CJB413000144,"나성중학교,나성초등학교",36.49082985,127.26282967
CJB413000145,"나릿재마을1,2단지",36.48783954,127.26417272
CJB413000146,세종예술의전당,36.48495115,127.26628324
CJB413000147,양세오충각,36.57844849,127.32171508
CJB413000148,양세오충각,36.57857405,127.32193906
CJB413000149,예양1리,36.57618842,127.3210493
CJB413000150,예양1리,36.57534046,127.32137818
CJB413000151,예양리,36.57290327,127.32289588
CJB413000152,예양리,36.57292077,127.32309147
CJB413000153,동면농협예양지소,36.56800448,127.32162987
CJB413000154,동면농협예양지소,36.56807857,127.32172234
CJB413000155,송용리,36.56182789,127.32301456
CJB413000156,송용리,36.56199879,127.32313256
CJB413000157,송용리,36.56196661,127.3233698
CJB413000158,송용리,36.56156626,127.32312797
CJB413000159,내판역,36.55754148,127.32521117
CJB413000160,내판역,36.55802164,127.32510428
CJB413000161,연동면 복합커뮤니티센터,36.5550598,127.32650484
CJB413000162,연동면 복합커뮤니티센터,36.55492171,127.32674719
CJB413000163,연동중학교,36.55285265,127.32790848
CJB413000164,연동중학교,36.55325846,127.32780129
CJB413000165,연동중학교,36.552937,127.32836398
CJB270000365,묘암리,36.48538982,127.53629306
CJB270000366,묘암리,36.48528571,127.53627595
CJB270000367,묘암.마동,36.48078821,127.52624314
CJB270000368,묘암.마동,36.48069368,127.52630118
CJB270000369,산덕,36.48859452,127.51356681
CJB270000370,도원1구,36.52345161,127.46251491
CJB270000371,도원1구,36.5233246,127.46257038
CJB270000372,상장1리(의성골),36.51462007,127.51832501
CJB270000373,상장1리(의성골),36.51454819,127.51824705
CJB270000374,미천리,36.52136439,127.50439362
CJB270000375,미천리,36.52078466,127.50468951
CJB270000376,문의초등학교입구,36.51839878,127.49712953
CJB270000377,문의119안전센터,36.51742803,127.4973397
CJB270000378,두모삼거리,36.52348456,127.46579982
CJB270000379,금거리종점,36.58311115,127.59423957
CJB270000380,미륵사입구,36.58815234,127.57409279
CJB270000381,점말,36.60045339,127.57397534
CJB270000382,인차1리,36.55183922,127.55024446
CJB270000383,인차1리,36.55174782,127.55021026
CJB270000384,계산3리,36.56029055,127.56007532
CJB270000385,계산3리,36.56024571,127.56017153
CJB270000386,내암종점,36.5623502,127.58795754
CJB270000387,내암리마을회관,36.56986284,127.59663043
CJB270000388,내암리마을회관,36.56970476,127.59670741
CJB270000389,시동리,36.57178289,127.56959464
CJB270000390,시동리,36.57172633,127.56947168
CJB270000391,시동리,36.56891156,127.5697682
CJB270000392,시동리경로당,36.5690494,127.56978541
CJB270000393,수곡1리,36.56606841,127.5656881
CJB270000394,수곡1리,36.56623521,127.56570425
CJB270000395,가덕면 수곡2리,36.56352514,127.56328058
CJB270000396,수곡2리,36.56357451,127.56318947
CJB270000397,가덕중학교,36.56216208,127.56198547
CJB270000398,가덕중학교,36.56222076,127.56190561
CJB270000399,인차2리,36.55605304,127.55651812
CJB270000400,인차2리,36.55597554,127.55658781
CJB270000401,계산1리,36.55288485,127.55496565
CJB270000402,계산1리,36.5528473,127.55506929
CJB270000403,노동3구,36.55257062,127.53211614
CJB270000404,노동3리,36.55247954,127.53219942
CJB270000405,노동1구,36.54869239,127.52696414
CJB270000406,상대1리,36.55007303,127.51096386
CJB270000407,인차,36.55316983,127.5474303
CJB270000408,인차,36.55346077,127.54733153
CJB270000409,인차1리,36.55075604,127.54663797
CJB270000410,매화공원후문,36.54306844,127.54670992
CJB270000411,청용,36.53971692,127.5444841
CJB270000412,청용2리,36.53723288,127.54115165
CJB270000413,청용리,36.53553747,127.53558577
CJB270000414,행정초등학교,36.53587214,127.53172475
CJB270000415,행정초등학교,36.53593382,127.53194054
CJB270000416,행정리,36.53449783,127.52706341
CJB270000417,삼항1리,36.52991492,127.52125037
CJB270000418,농협청주교육원.단재교육연수원,36.57556554,127.56926356
CJB270000419,병암2리.시동리,36.57527108,127.57135027
CJB270000420,청주운전면허시험장,36.57548536,127.56692396
CJB270000421,상야리,36.59124804,127.56274622
CJB270000422,상야2리,36.59410858,127.56414604
CJB270000423,상야2리,36.59405483,127.56426263
CJB270000424,한계1리,36.59542338,127.56501962
CJB270000425,상야리,36.59125232,127.5625945
CJB270000426,병암2리.시동리,36.57537415,127.57142688
CJB270000427,병암2리,36.57718118,127.57533809
CJB270000428,가덕초등학교,36.57952248,127.57878679
CJB270000429,병암3리,36.58238964,127.58488257
CJB270000430,병암3리,36.58344991,127.58686417
CJB270000431,금거2리,36.5832588,127.59431636
CJB270000433,한계1리,36.59547311,127.56489131
CJB270000434,상야1리,36.58823874,127.57418898
CJB270000435,상야1리,36.58604388,127.57672153
CJB270000436,금거2리,36.583438,127.594222
CJB270000437,자치연수원,36.58211874,127.58387335
CJB270000438,병암1리,36.58004891,127.57916427
CJB270000439,병암2리,36.57760753,127.57582396
CJB270000440,농협청주교육원.단재교육연수원,36.5757021,127.5691338
CJB270000441,청주운전면허시험장,36.57559668,127.56682224
CJB270000442,삼항리,36.53262249,127.51825793
CJB270000443,삼항1리,36.52973513,127.52105459
CJB270000444,행정리,36.53440637,127.52709721
CJB270000445,청용리,36.53543786,127.53559788
CJB270000446,청용2리,36.5371659,127.54123061
CJB270000447,청용2.3리,36.53980939,127.54467469
CJB270000448,매화공원후문,36.54273087,127.54667857
CJB270000449,인차1리,36.55074981,127.54674309
CJB270000450,인차,36.55354163,127.54739629
CJB270000451,상대2리,36.54714027,127.51644782
CJB270000452,상대리,36.54712995,127.51988496
CJB270000453,노동1리,36.54879628,127.52690538
CJB274000063,북이면 화상리,36.73423321,127.48696376
CJB274000064,북이면 화상리,36.73423204,127.48724924
CJB274000066,대원칸타빌,36.70694501,127.42210422
CJB274000067,복지회관입구,36.66282155,127.37710556
CJB274000068,풍정,36.70279947,127.54184163
CJB274000069,덕암1리,36.6997571,127.54405837
CJB274000070,덕암1리,36.69979125,127.54447266
CJB274000071,추정교,36.58393159,127.59124121
CJB274000072,만수리,36.63058635,127.33390606
CJB274000075,상정2리(아랫말),36.65140254,127.33709656
CJB274000076,상정2리(아랫말),36.65127578,127.33730849
CJB274000077,상정2리(윗말),36.64776331,127.33341825
CJB274000078,상정2리(윗말),36.64766373,127.33357997
CJB274000079,공북1리,36.64616663,127.31584594
CJB274000080,공북2리,36.6408585,127.31088459
CJB274000081,공북2리,36.64507534,127.3136357
CJB274000082,공북2리,36.64520174,127.31354676
CJB274000083,공북2리,36.64077244,127.31105478
CJB274000084,구마평,36.67612912,127.70903192
CJB274000085,관정1리(배끼실),36.62198017,127.62937324
CJB274000086,국사2리(봉점),36.67856049,127.39899517
CJB274000087,봉점마을,36.67903301,127.39782012
CJB274000088,충청대학교,36.62366761,127.36913098
CJB274000089,금계사정로,36.69678688,127.34450945
CJB274000090,몽단이,36.68476455,127.36462571
CJB274000091,몽단이,36.68491302,127.36469634
CJB274000092,봉점마을,36.67888507,127.39759561
CJB274000093,국사1리,36.68603744,127.38535576
CJB274000094,국사1리,36.68551366,127.38639928
CJB274000095,구암,36.68405731,127.39085612
CJB274000096,구암,36.68457186,127.39057901
CJB274000097,금거1리,36.5797237,127.59838505
CJB274000098,내암리,36.57499061,127.59926188
CJB274000099,상대1리,36.55274089,127.50979748
CJB274000100,인차2리,36.55749081,127.55741544
CJB274000101,한계1리 마을회관,36.59705539,127.56690583
CJB274000102,한계1리(산양골),36.59839532,127.56795778
CJB274000104,산단리,36.57615523,127.35272382
CJB274000105,산수리,36.56232911,127.35586975
CJB274000106,산수리,36.56241449,127.35594833
CJB274000107,저산1리(신촌),36.57156835,127.35121987
CJB274000108,탑연리,36.62203236,127.35870125
CJB274000109,대련리,36.57589327,127.4541005
CJB274000110,문동리,36.54599375,127.4838064
CJB274000111,팔봉1리,36.57710856,127.41228776
CJB274000112,팔봉리,36.57231579,127.41060602
CJB274000113,팔봉리,36.57236652,127.4109219
CJB274000114,갈산3길입구,36.65517265,127.57039605
CJB274000115,갈산2길입구,36.65695073,127.56932429
CJB274000116,갈산2길입구,36.65696695,127.56922934
CJB274000117,황청마을,36.58750812,127.56114831
CJB274000118,도원1리,36.71136382,127.53902817
CJB274000119,입동리,36.73241905,127.50655519
CJB274000120,풍정,36.70294947,127.54204691
CJB274000121,학평리,36.72726977,127.53973822
CJB274000122,학평리,36.72170272,127.54131955
CJB274000123,두모삼거리,36.52339208,127.46594667
CJB274000124,내산1리,36.64353175,127.65832057
CJB274000125,장양1리,36.75823087,127.52842571
CJB274000126,추학3리(모왕골),36.76433231,127.53776907
CJB274000127,현암2리,36.74966103,127.53051691
CJB274000128,농소리,36.70323158,127.44940965
CJB274000129,농소리,36.7033412,127.44961172
CJB274000130,복현리,36.74824287,127.44926609
CJB274000131,복현1리,36.74837791,127.44930047
CJB274000132,복현리,36.74821831,127.43217565
CJB274000133,복현2리,36.7545286,127.4220652
CJB274000134,동림.금계리,36.68056089,127.3410248
CJB274000135,가좌2구,36.73535856,127.38865297
CJB274000136,용두리,36.73529871,127.38904172
CJB274000137,후기리,36.75134407,127.38596766
CJB274000138,탑리,36.7075868,127.44985749
CJB274000139,일신,36.75318678,127.4761568
CJB274000140,용두문화마을,36.73059568,127.39495696
CJB274000141,용두문화마을,36.7305279,127.39501538
CJB274000142,신평리,36.69206246,127.44694451
CJB274000143,석우리(남촌),36.71367461,127.4614297
CJB274000144,장동리,36.69386532,127.32433812
CJB274000145,호죽2리(강촌교),36.70617264,127.37774253
CJB274000146,호죽교,36.70604684,127.37406272
CJB274000147,시동리,36.4926858,127.43605575
CJB274000148,시동리,36.4916454,127.43962129
